problem_id,lesson_id,lesson_title,module,topic,source_order,original_number,kind,section,note_path,solution_note,status,source_pdf_name,source_pdf,source_pdf_uri
5-5-11,5-5,导数大题：凹凸性,导数大题,凹凸性,11,3,作业,三、作业,01_题目/5_导数大题/5-5_凹凸性/5-5-11.md,02_我的解答/5_导数大题/5-5_凹凸性/5-5-11_我的解答.md,todo,5-5导数大题：凹凸性-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-5导数大题：凹凸性-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-5%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%87%B9%E5%87%B8%E6%80%A7-%E8%AE%B2%E4%B9%89.pdf
5-5-12,5-5,导数大题：凹凸性,导数大题,凹凸性,12,4,作业,三、作业,01_题目/5_导数大题/5-5_凹凸性/5-5-12.md,02_我的解答/5_导数大题/5-5_凹凸性/5-5-12_我的解答.md,todo,5-5导数大题：凹凸性-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-5导数大题：凹凸性-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-5%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%87%B9%E5%87%B8%E6%80%A7-%E8%AE%B2%E4%B9%89.pdf
5-6-1,5-6,导数大题：导数与三角函数,导数大题,导数与三角函数,1,1,经典例题,(一)三大方法,01_题目/5_导数大题/5-6_导数与三角函数/5-6-1.md,02_我的解答/5_导数大题/5-6_导数与三角函数/5-6-1_我的解答.md,todo,5-6导数大题：导数与三角函数-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-6导数大题：导数与三角函数-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-6%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E4%B8%89%E8%A7%92%E5%87%BD%E6%95%B0-%E8%AE%B2%E4%B9%89.pdf
5-6-2,5-6,导数大题：导数与三角函数,导数大题,导数与三角函数,2,2,经典例题,(一)三大方法,01_题目/5_导数大题/5-6_导数与三角函数/5-6-2.md,02_我的解答/5_导数大题/5-6_导数与三角函数/5-6-2_我的解答.md,todo,5-6导数大题：导数与三角函数-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-6导数大题：导数与三角函数-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-6%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E4%B8%89%E8%A7%92%E5%87%BD%E6%95%B0-%E8%AE%B2%E4%B9%89.pdf
5-6-3,5-6,导数大题：导数与三角函数,导数大题,导数与三角函数,3,3,经典例题,(一)三大方法,01_题目/5_导数大题/5-6_导数与三角函数/5-6-3.md,02_我的解答/5_导数大题/5-6_导数与三角函数/5-6-3_我的解答.md,todo,5-6导数大题：导数与三角函数-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-6导数大题：导数与三角函数-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-6%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E4%B8%89%E8%A7%92%E5%87%BD%E6%95%B0-%E8%AE%B2%E4%B9%89.pdf
5-6-4,5-6,导数大题：导数与三角函数,导数大题,导数与三角函数,4,4,经典例题,(一)三大方法,01_题目/5_导数大题/5-6_导数与三角函数/5-6-4.md,02_我的解答/5_导数大题/5-6_导数与三角函数/5-6-4_我的解答.md,todo,5-6导数大题：导数与三角函数-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-6导数大题：导数与三角函数-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-6%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E4%B8%89%E8%A7%92%E5%87%BD%E6%95%B0-%E8%AE%B2%E4%B9%89.pdf
5-6-5,5-6,导数大题：导数与三角函数,导数大题,导数与三角函数,5,1,经典例题,(一)三大方法,01_题目/5_导数大题/5-6_导数与三角函数/5-6-5.md,02_我的解答/5_导数大题/5-6_导数与三角函数/5-6-5_我的解答.md,todo,5-6导数大题：导数与三角函数-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-6导数大题：导数与三角函数-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-6%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E4%B8%89%E8%A7%92%E5%87%BD%E6%95%B0-%E8%AE%B2%E4%B9%89.pdf
5-6-6,5-6,导数大题：导数与三角函数,导数大题,导数与三角函数,6,2,经典例题,(一)三大方法,01_题目/5_导数大题/5-6_导数与三角函数/5-6-6.md,02_我的解答/5_导数大题/5-6_导数与三角函数/5-6-6_我的解答.md,todo,5-6导数大题：导数与三角函数-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-6导数大题：导数与三角函数-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-6%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E4%B8%89%E8%A7%92%E5%87%BD%E6%95%B0-%E8%AE%B2%E4%B9%89.pdf
5-6-7,5-6,导数大题：导数与三角函数,导数大题,导数与三角函数,7,3,经典例题,(一)三大方法,01_题目/5_导数大题/5-6_导数与三角函数/5-6-7.md,02_我的解答/5_导数大题/5-6_导数与三角函数/5-6-7_我的解答.md,todo,5-6导数大题：导数与三角函数-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-6导数大题：导数与三角函数-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-6%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E4%B8%89%E8%A7%92%E5%87%BD%E6%95%B0-%E8%AE%B2%E4%B9%89.pdf
5-6-8,5-6,导数大题：导数与三角函数,导数大题,导数与三角函数,8,4,挑战自我,三、挑战自我,01_题目/5_导数大题/5-6_导数与三角函数/5-6-8.md,02_我的解答/5_导数大题/5-6_导数与三角函数/5-6-8_我的解答.md,todo,5-6导数大题：导数与三角函数-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-6导数大题：导数与三角函数-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-6%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E4%B8%89%E8%A7%92%E5%87%BD%E6%95%B0-%E8%AE%B2%E4%B9%89.pdf
5-7-1,5-7,导数大题：导数与数列,导数大题,导数与数列,1,4,知识清单,1. 裂项放缩,01_题目/5_导数大题/5-7_导数与数列/5-7-1.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-1_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-7-2,5-7,导数大题：导数与数列,导数大题,导数与数列,2,1,经典例题,(一) 数列递推,01_题目/5_导数大题/5-7_导数与数列/5-7-2.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-2_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-7-3,5-7,导数大题：导数与数列,导数大题,导数与数列,3,2,经典例题,(二)数列放缩,01_题目/5_导数大题/5-7_导数与数列/5-7-3.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-3_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-7-4,5-7,导数大题：导数与数列,导数大题,导数与数列,4,3,经典例题,(二)数列放缩,01_题目/5_导数大题/5-7_导数与数列/5-7-4.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-4_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-7-5,5-7,导数大题：导数与数列,导数大题,导数与数列,5,4,经典例题,(二)数列放缩,01_题目/5_导数大题/5-7_导数与数列/5-7-5.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-5_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-7-6,5-7,导数大题：导数与数列,导数大题,导数与数列,6,5,经典例题,(二)数列放缩,01_题目/5_导数大题/5-7_导数与数列/5-7-6.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-6_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-7-7,5-7,导数大题：导数与数列,导数大题,导数与数列,7,6,经典例题,(二)数列放缩,01_题目/5_导数大题/5-7_导数与数列/5-7-7.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-7_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-7-8,5-7,导数大题：导数与数列,导数大题,导数与数列,8,1,作业,三、作业,01_题目/5_导数大题/5-7_导数与数列/5-7-8.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-8_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-7-9,5-7,导数大题：导数与数列,导数大题,导数与数列,9,2,作业,三、作业,01_题目/5_导数大题/5-7_导数与数列/5-7-9.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-9_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-7-10,5-7,导数大题：导数与数列,导数大题,导数与数列,10,3,作业,三、作业,01_题目/5_导数大题/5-7_导数与数列/5-7-10.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-10_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-7-11,5-7,导数大题：导数与数列,导数大题,导数与数列,11,4,作业,三、作业,01_题目/5_导数大题/5-7_导数与数列/5-7-11.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-11_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-7-12,5-7,导数大题：导数与数列,导数大题,导数与数列,12,5,挑战自我,四、挑战自我,01_题目/5_导数大题/5-7_导数与数列/5-7-12.md,02_我的解答/5_导数大题/5-7_导数与数列/5-7-12_我的解答.md,todo,5-7导数大题：导数与数列-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-7导数大题：导数与数列-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-7%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E5%AF%BC%E6%95%B0%E4%B8%8E%E6%95%B0%E5%88%97-%E8%AE%B2%E4%B9%89.pdf
5-8-1,5-8,导数大题：高等背景,导数大题,高等背景,1,2,知识清单,(一)泰勒展开,01_题目/5_导数大题/5-8_高等背景/5-8-1.md,02_我的解答/5_导数大题/5-8_高等背景/5-8-1_我的解答.md,todo,5-8导数大题：高等背景-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-8导数大题：高等背景-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-8%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E9%AB%98%E7%AD%89%E8%83%8C%E6%99%AF-%E8%AE%B2%E4%B9%89.pdf
5-8-2,5-8,导数大题：高等背景,导数大题,高等背景,2,1,知识清单,(二)洛必达法则,01_题目/5_导数大题/5-8_高等背景/5-8-2.md,02_我的解答/5_导数大题/5-8_高等背景/5-8-2_我的解答.md,todo,5-8导数大题：高等背景-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-8导数大题：高等背景-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-8%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E9%AB%98%E7%AD%89%E8%83%8C%E6%99%AF-%E8%AE%B2%E4%B9%89.pdf
5-8-3,5-8,导数大题：高等背景,导数大题,高等背景,3,2,知识清单,(二)洛必达法则,01_题目/5_导数大题/5-8_高等背景/5-8-3.md,02_我的解答/5_导数大题/5-8_高等背景/5-8-3_我的解答.md,todo,5-8导数大题：高等背景-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-8导数大题：高等背景-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-8%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E9%AB%98%E7%AD%89%E8%83%8C%E6%99%AF-%E8%AE%B2%E4%B9%89.pdf
5-8-4,5-8,导数大题：高等背景,导数大题,高等背景,4,1,经典例题,(一)参变分离,01_题目/5_导数大题/5-8_高等背景/5-8-4.md,02_我的解答/5_导数大题/5-8_高等背景/5-8-4_我的解答.md,todo,5-8导数大题：高等背景-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-8导数大题：高等背景-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-8%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E9%AB%98%E7%AD%89%E8%83%8C%E6%99%AF-%E8%AE%B2%E4%B9%89.pdf
5-8-5,5-8,导数大题：高等背景,导数大题,高等背景,5,2,经典例题,(一)参变分离,01_题目/5_导数大题/5-8_高等背景/5-8-5.md,02_我的解答/5_导数大题/5-8_高等背景/5-8-5_我的解答.md,todo,5-8导数大题：高等背景-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-8导数大题：高等背景-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-8%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E9%AB%98%E7%AD%89%E8%83%8C%E6%99%AF-%E8%AE%B2%E4%B9%89.pdf
5-8-6,5-8,导数大题：高等背景,导数大题,高等背景,6,3,经典例题,(一)参变分离,01_题目/5_导数大题/5-8_高等背景/5-8-6.md,02_我的解答/5_导数大题/5-8_高等背景/5-8-6_我的解答.md,todo,5-8导数大题：高等背景-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-8导数大题：高等背景-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-8%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E9%AB%98%E7%AD%89%E8%83%8C%E6%99%AF-%E8%AE%B2%E4%B9%89.pdf
5-8-7,5-8,导数大题：高等背景,导数大题,高等背景,7,4,经典例题,(一)参变分离,01_题目/5_导数大题/5-8_高等背景/5-8-7.md,02_我的解答/5_导数大题/5-8_高等背景/5-8-7_我的解答.md,todo,5-8导数大题：高等背景-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-8导数大题：高等背景-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-8%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E9%AB%98%E7%AD%89%E8%83%8C%E6%99%AF-%E8%AE%B2%E4%B9%89.pdf
5-8-8,5-8,导数大题：高等背景,导数大题,高等背景,8,5,经典例题,(一)参变分离,01_题目/5_导数大题/5-8_高等背景/5-8-8.md,02_我的解答/5_导数大题/5-8_高等背景/5-8-8_我的解答.md,todo,5-8导数大题：高等背景-讲义.pdf,C:\Users\lucky12345\Documents\高中数学复习\分类版\01_学生版-讲义\5-8导数大题：高等背景-讲义.pdf,file:///C:/Users/lucky12345/Documents/%E9%AB%98%E4%B8%AD%E6%95%B0%E5%AD%A6%E5%A4%8D%E4%B9%A0/%E5%88%86%E7%B1%BB%E7%89%88/01_%E5%AD%A6%E7%94%9F%E7%89%88-%E8%AE%B2%E4%B9%89/5-8%E5%AF%BC%E6%95%B0%E5%A4%A7%E9%A2%98%EF%BC%9A%E9%AB%98%E7%AD%89%E8%83%8C%E6%99%AF-%E8%AE%B2%E4%B9%89.pdf
